# S2 crossing-predicate differential fixture (issue #107 phase 2).
# Generated by mortie/tests/generate_s2_crossing_fixtures.py --
# regeneration instructions in that script's docstring.
# oracle: C++ s2geometry via spherely==0.1.1 bundled lib (libs2.0.11.1.dylib)
# columns: kind, a.xyz b.xyz c.xyz d.xyz (hex f64 bits), ia ib ic id, s2_crossing_sign, s2_vertex_crossing, s2_edge_or_vertex_crossing, mortie_arcs_cross_sos
generic	3f8e8e0d884bbc6f	3fe5984574bf229f	3fe79c2ebb70b55f	bfd21e269ea149c3	bfee818db3407c53	3fbae96bed5277f7	3fe4bbcab4834769	3fe85fb7931b425a	3f77223e9f6d643f	bfdbd412fe1441ff	bfe7e50e6894e97c	bfe01b64ddd9508f	10	11	12	13	-1	0	0	0
generic	3fe97b96471a125f	bfe0e7a276be5b4a	bfd2da48c4b1e298	3fd043bb962d3398	bfea27c9774b55cd	bfe08bb28e08c03f	bfb62e0d3cee9985	bfec6de0e9208e93	bfdcd9d28ec96c0e	3fcea0d12589d92b	3fe07f11aa8974e8	3fea54566f6ae312	10	11	12	13	-1	0	0	0
generic	3fe23a7cbfcef580	3fea3ccaf47e0925	3fad2520e3946885	3fea37143c4d0d06	3fd6a04a648a3e5c	bfdce6019faaeb86	bfe7b93542a078ea	bfe4659c140a61c6	bfcae1a0cc6ffd9f	3fd8ee9c9fa0bb44	3fc545ddc195c23e	bfecfcf912d2bfd4	10	11	12	13	-1	0	0	0
generic	bfbc30faf12fa3a2	bfefc1fe610d3a30	bfabd3e5eb123281	bfe159617531f159	3fb5c6f5c114f170	3feac02a6ca64437	bfe2e39b1ef0bbf0	bfdee88c3b9c9b28	3fe4b275b4596d5f	bfe1b1091f9ee36f	3fea5cdcdd5d12df	bfc001e7c01a0f24	10	11	12	13	-1	0	0	0
generic	bfd2a44393242b67	bfe4a510b3e52f81	bfe69a7a46db460a	3f9d506a06279c44	3fe6a8c8112e1f63	bfe693b04efaab72	bfd8e7b1af1a436d	3fe2d8fac61e9340	bfe6aa3f2a7b0dc9	bfe4a6a73221ddbf	bfe86ecc74228c7e	3f9841b6f19bc4c8	10	11	12	13	-1	0	0	0
generic	bfa4803539046f25	bfe14985b615a879	3feae5eded72d2fc	bfe66baf282db87e	3fe6bffce1dc02fe	3faf00a148f8c481	bfa47b325d0ad86a	bfed0e0edf3ffc31	bfdab241e68726cd	bfd036eb6775ed09	bfe74526b87fb9f0	3fe46a3fc52bdf0d	10	11	12	13	-1	0	0	0
generic	bfd63b31185cf6ac	bfe44dcf8bf171d9	3fe61857b4efaec5	bfdc909b98be0f5a	3fe2f23bcbf2a164	bfe578ddcb1cf76e	3fe7ea3ecbf759e1	bfe1f5a7eaae0237	bfd6c304c4039e16	3fd2e997121c72b1	bfecd3b36af9407c	3fd45b000977c9df	10	11	12	13	-1	0	0	0
generic	3feec0293be9d5ae	bfc11f90e9f9126d	bfcf00b72e9d3ac3	3fdbb0489b60dc8b	3fe382cff76319d5	3fe5409138abf04f	3f992382fae43fed	3fa132cdc14be51e	bfeff8e81c987eb9	3fe5172cfd6b0204	3fe6dbf6c220c635	bfce1aea479e39c8	10	11	12	13	-1	0	0	0
generic	3fe7f8000ab9c8eb	3fdf8b98010b2cb2	3fdc55d800a72217	bfe0eafee68c4bdf	bfea596165506466	bfca622da303d131	bfd1bdbc293d2273	3fcad9088bed10fa	3fee011edcf5da4b	3fe4517b35426172	3fe0a04d9ba1b8ec	bfe24bbb3db37f60	10	11	12	13	-1	0	0	0
generic	3fda97ba55aa286d	3fe1d80b0850b429	3fe6fee5a377c9fb	3fd94cf657671456	3fea9a2d0797b154	3fd900d0a43a69ce	3fe077c801bb78c5	3fe99c1059a14157	3fd3b175aa1d5bc5	bfd33b5640b1b33a	3feab7067bd2e0a1	bfdd84ed36870926	10	11	12	13	-1	0	0	0
generic	3fdb0de527ffc686	3febb3abf73853c0	3fd1293305d56456	bfe0ecfc280dad11	bfda55fe3ba2c9d4	bfe7c0560c3526c8	3fe549c2b61fc8b0	3fbcaa8f282c10c2	3fe79f1b473a8271	3fec35d36d21e0eb	bfc27e56cc5f9445	bfdcc2f0af5bc56d	10	11	12	13	-1	0	0	0
generic	bfd4f57546fae7b7	3fcd13f6305a96d9	bfed59397d8a417a	3fd7bb2782ee8e85	3fdcc04dd4a4c93e	bfea02b6bea90d39	bfe16c364b133897	bfe0be33f51180a7	3fe4faa5538d969e	bfe688c819ad0bc6	3fd11c2b4495059c	bfe50c47767fe8c2	10	11	12	13	-1	0	0	0
